Time (ms),ENC_POS_BHG2_Z_t=4680,DAC_BHG2_Z_t=4680,ENC_POS_BHG2_BF_VCM_t=4680,BHG2_ADC_PORT_BF_CAL_t=4680,GMP_OCA_PORT_20_t=4680,GMP_OCA_PORT_27_t=4680,GMP_OCA_PORT_28_t=4680
8.625,-5358.0,-327,947.5,977.4,1,-236.956543,-242.360611
8.75,-5358.5,-147,947.6,976.8,1,-236.950714,-236.729187
8.875,-5358.5,-327,947.6,976.5,1,-236.926773,-242.341415
9.0,-5359.0,-148,947.8000000000001,976.5,1,-236.892685,-236.745483
9.125,-5359.0,-328,947.9000000000001,976.8,1,-243.519821,-235.77211
9.25,-5359.5,-149,948.1,977.0999999999999,1,-238.270767,-235.479965
9.375,-5359.5,-329,948.2,977.0999999999999,1,-243.996735,-235.503067
9.5,-5360.0,-150,948.3000000000001,977.0999999999999,1,-238.381531,-235.670425
9.625,-5360.0,-330,948.3000000000001,977.0999999999999,1,-243.987549,-229.233444
9.75,-5360.5,-151,948.4000000000001,976.8,1,-238.365601,-234.691849
9.875,-5361.0,-117,948.4000000000001,976.1999999999999,1,-237.349304,-229.175186
10.0,-5361.0,-318,948.3000000000001,976.5,1,-237.000381,-234.989273
10.125,-5361.5,-146,948.3000000000001,976.1999999999999,1,-236.955872,-229.565765
10.25,-5361.5,-330,948.1,976.8,1,-237.047729,-235.350388
10.375,-5362.0,-150,948.0,977.4,1,-237.197174,-236.507477
10.5,-5362.0,-330,947.8000000000001,976.8,1,-237.366455,-236.97435
10.625,-5362.5,-149,947.7,976.8,1,-230.869873,-243.780746
10.75,-5362.5,-328,947.6,976.1999999999999,1,-236.237869,-238.554977
10.875,-5363.0,-147,947.5,976.8,1,-230.615906,-244.22612
11.0,-5363.0,-325,947.5,976.5,1,-236.318726,-238.515671
11.125,-5363.5,-144,947.5,976.8,1,-230.783569,-244.005295
11.25,-5363.5,-323,947.6,977.0999999999999,1,-236.459885,-238.256485
11.375,-5364.0,-142,947.7,976.5,1,-230.84787,-243.776413
11.5,-5364.0,-322,947.8000000000001,977.0999999999999,1,-236.427002,-238.091187
11.625,-5364.5,-141,947.9000000000001,977.0999999999999,1,-237.379227,-230.356537
11.75,-5364.5,-320,948.0,976.5,1,-237.651535,-235.169647
11.875,-5364.5,-353,948.1,976.8,1,-244.279404,-229.316284
12.0,-5365.0,-153,948.2,977.0999999999999,1,-238.894638,-234.945313
12.125,-5365.0,-324,948.3000000000001,975.9,1,-237.761414,-236.08342
12.25,-5365.5,-141,948.3000000000001,976.1999999999999,1,-237.14241,-236.602692
12.375,-5365.5,-320,948.3000000000001,977.0999999999999,1,-236.770294,-236.833862
12.5,-5366.0,-141,948.3000000000001,976.1999999999999,1,-236.523834,-236.928497
12.625,-5366.0,-322,948.3000000000001,975.9,1,-236.348145,-236.956543
12.75,-5366.5,-143,948.2,976.8,1,-236.218109,-236.950714
12.875,-5367.0,-111,948.1,977.0999999999999,1,-229.455017,-236.926773
13.0,-5367.0,-312,948.0,977.0999999999999,1,-234.592987,-236.892685
13.125,-5367.5,-142,947.9000000000001,976.8,1,-228.779144,-243.519821
13.25,-5367.5,-327,947.7,976.5,1,-234.328461,-238.270767
13.375,-5367.5,-362,947.6,977.4,1,-235.344299,-243.996735
13.5,-5368.0,-162,947.5,977.0999999999999,1,-235.734344,-238.381531
13.625,-5368.0,-334,947.5,977.0999999999999,1,-235.845718,-243.987549
13.75,-5368.5,-150,947.5,977.4,1,-235.837418,-238.365601
13.875,-5368.5,-329,947.6,977.0999999999999,1,-242.449371,-237.349304
14.0,-5369.0,-149,947.7,976.5,1,-237.174927,-237.000381
14.125,-5369.0,-329,947.8000000000001,977.4,1,-242.878723,-236.955872
14.25,-5369.5,-149,948.0,976.8,1,-237.249954,-237.047729
14.375,-5369.5,-330,948.1,976.8,1,-242.852646,-237.197174
14.5,-5370.0,-150,948.2,976.5,1,-237.237488,-237.366455
14.625,-5370.0,-330,948.3000000000001,976.5,1,-242.904144,-230.869873
14.75,-5370.5,-151,948.3000000000001,977.0999999999999,1,-237.372833,-236.237869
14.875,-5370.5,-331,948.4000000000001,976.8,1,-243.128464,-230.615906
15.0,-5371.0,-151,948.4000000000001,976.8,1,-237.683868,-236.318726
15.125,-5371.0,-331,948.3000000000001,977.0999999999999,1,-243.52002,-230.783569
15.25,-5371.5,-151,948.2,977.0999999999999,1,-238.147675,-236.459885
15.375,-5371.5,-331,948.1,977.0999999999999,1,-244.046677,-230.84787
15.5,-5372.0,-151,947.9000000000001,976.5,1,-238.727234,-236.427002
15.625,-5372.0,-331,947.8000000000001,978.0,1,-244.669083,-237.379227
15.75,-5372.5,-151,947.7,976.5,1,-239.382599,-237.651535
15.875,-5372.5,-331,947.6,977.4,1,-238.680954,-244.279404
16.0,-5373.0,-151,947.6,976.8,1,-238.615219,-238.894638
16.125,-5373.0,-331,947.6,977.4,1,-238.81691,-237.761414
16.25,-5373.5,-151,947.6,976.8,1,-239.115479,-237.14241
16.375,-5373.5,-330,947.7,976.5,1,-239.431412,-236.770294
16.5,-5374.0,-150,947.8000000000001,976.8,1,-239.7276,-236.523834
16.625,-5374.0,-330,947.9000000000001,976.5,1,-239.986954,-236.348145
16.75,-5374.5,-150,948.0,976.8,1,-240.202209,-236.218109
16.875,-5374.5,-330,948.1,976.5,1,-247.038116,-229.455017
17.0,-5375.0,-150,948.2,976.1999999999999,1,-241.955139,-234.592987
17.125,-5375.0,-330,948.2,976.5,1,-247.804871,-228.779144
17.25,-5375.5,-150,948.3000000000001,977.4,1,-242.27301,-234.328461
17.375,-5376.0,-116,948.3000000000001,976.8,1,-234.590897,-235.344299
17.5,-5376.0,-316,948.2,976.8,1,-239.393143,-235.734344
17.625,-5376.5,-145,948.1,977.0999999999999,1,-233.485641,-235.845718
17.75,-5376.5,-328,948.1,977.6999999999999,1,-239.02951,-235.837418
17.875,-5377.0,-149,948.0,977.6999999999999,1,-233.392975,-242.449371
18.0,-5377.0,-328,947.9000000000001,976.8,1,-238.99498,-237.174927
18.125,-5377.0,-361,947.8000000000001,976.8,1,-239.989609,-242.878723
18.25,-5377.5,-160,947.7,977.0999999999999,1,-240.310928,-237.249954
18.375,-5377.5,-330,947.7,977.0999999999999,1,-240.321426,-242.852646
18.5,-5378.0,-146,947.6,977.0999999999999,1,-240.190201,-237.237488
18.625,-5378.0,-324,947.7,976.5,1,-239.997772,-242.904144
18.75,-5378.5,-144,947.7,976.5,1,-239.783844,-237.372833
18.875,-5378.5,-324,947.9000000000001,976.1999999999999,1,-239.56897,-243.128464
19.0,-5379.0,-145,947.9000000000001,976.8,1,-239.364532,-237.683868
19.125,-5379.0,-325,948.0,977.4,1,-239.177261,-243.52002
19.25,-5379.5,-146,948.1,977.0999999999999,1,-239.011261,-238.147675
19.375,-5379.5,-327,948.2,976.8,1,-238.869064,-244.046677
19.5,-5380.0,-148,948.2,976.8,1,-238.752045,-238.727234
19.625,-5380.0,-328,948.2,976.8,1,-238.66069,-244.669083
19.75,-5380.5,-149,948.2,977.6999999999999,1,-238.594833,-239.382599
19.875,-5381.0,-116,948.1,976.1999999999999,1,-231.886642,-238.680954
20.0,-5381.0,-317,948.1,977.4,1,-237.074936,-238.615219
20.125,-5381.5,-146,948.0,976.5,1,-231.30864,-238.81691
20.25,-5381.5,-330,947.9000000000001,977.0999999999999,1,-236.903336,-239.115479
20.375,-5381.5,-364,947.8000000000001,976.1999999999999,1,-237.962448,-239.431412
20.5,-5382.0,-164,947.7,976.1999999999999,1,-238.393555,-239.7276
20.625,-5382.0,-335,947.6,976.8,1,-238.54364,-239.986954
20.75,-5382.5,-151,947.6,976.8,1,-238.571564,-240.202209
20.875,-5382.5,-329,947.6,976.8,1,-238.550156,-247.038116
21.0,-5383.0,-149,947.7,976.8,1,-238.512909,-241.955139
21.125,-5383.5,-115,947.8000000000001,976.8,1,-231.808121,-247.804871
21.25,-5383.5,-315,947.9000000000001,976.8,1,-236.982803,-242.27301
21.375,-5383.5,-357,948.1,977.6999999999999,1,-244.524445,-234.590897
21.5,-5384.0,-161,948.2,976.5,1,-239.671371,-239.393143
21.625,-5384.0,-333,948.2,977.0999999999999,1,-245.560989,-233.485641
21.75,-5384.5,-150,948.2,976.5,1,-240.007584,-239.02951
21.875,-5384.5,-329,948.2,976.5,1,-245.633057,-233.392975
22.0,-5385.0,-148,948.3000000000001,976.8,1,-240.015152,-238.99498
22.125,-5385.0,-328,948.2,976.8,1,-238.999557,-239.989609
22.25,-5385.5,-149,948.2,977.0999999999999,1,-238.653229,-240.310928
22.375,-5385.5,-329,948.1,976.8,1,-238.61525,-240.321426
22.5,-5386.0,-149,948.0,977.6999999999999,1,-238.71814,-240.190201
22.625,-5386.0,-330,947.9000000000001,976.1999999999999,1,-238.883011,-239.997772
22.75,-5386.5,-150,947.8000000000001,977.0999999999999,1,-239.071625,-239.783844
22.875,-5386.5,-330,947.7,976.5,1,-239.264679,-239.56897
23.0,-5387.0,-151,947.6,976.5,1,-239.451874,-239.364532
23.125,-5387.5,-117,947.6,977.0999999999999,1,-232.960312,-239.177261
23.25,-5387.5,-318,947.7,976.8,1,-238.326614,-239.011261
23.375,-5388.0,-147,947.7,976.8,1,-232.69931,-238.869064
23.5,-5388.0,-330,947.8000000000001,976.8,1,-238.394852,-238.752045
23.625,-5388.5,-151,947.8000000000001,977.4,1,-232.851456,-238.66069
23.75,-5388.5,-330,947.9000000000001,975.9,1,-238.519302,-238.594833
23.875,-5388.5,-363,948.0,975.9,1,-246.233032,-231.886642
24.0,-5389.0,-162,948.1,976.8,1,-241.392303,-237.074936
24.125,-5389.0,-332,948.1,976.8,1,-247.21109,-231.30864
24.25,-5389.5,-148,948.1,976.1999999999999,1,-241.541565,-236.903336
24.375,-5389.5,-326,948.1,976.8,1,-240.358627,-237.962448
24.5,-5390.0,-146,948.2,975.5999999999999,1,-239.79187,-238.393555
24.625,-5390.5,-112,948.2,977.6999999999999,1,-232.845306,-238.54364
24.75,-5390.5,-313,948.1,976.8,1,-237.909012,-238.571564
24.875,-5391.0,-142,948.1,977.6999999999999,1,-232.065125,-238.550156
25.0,-5391.0,-326,948.0,977.0999999999999,1,-237.599731,-238.512909
25.125,-5391.5,-147,948.0,976.5,1,-238.603775,-231.808121
25.25,-5391.5,-327,947.9000000000001,976.8,1,-238.980042,-236.982803
25.375,-5392.0,-147,947.7,977.0999999999999,1,-232.407242,-244.524445
25.5,-5392.0,-326,947.7,976.5,1,-237.584518,-239.671371
25.625,-5392.0,-359,947.7,977.6999999999999,1,-238.403198,-245.560989
25.75,-5392.5,-159,947.7,977.4,1,-238.675217,-240.007584
25.875,-5392.5,-330,947.7,977.0999999999999,1,-238.704956,-245.633057
26.0,-5393.0,-146,947.8000000000001,976.8,1,-238.63266,-240.015152
26.125,-5393.0,-325,947.8000000000001,976.8,1,-238.523376,-238.999557
26.25,-5393.5,-145,947.9000000000001,975.9,1,-238.407562,-238.653229
26.375,-5393.5,-325,948.0,977.4,1,-238.299515,-238.61525
26.5,-5394.0,-146,948.1,976.8,1,-238.205917,-238.71814
26.625,-5394.0,-327,948.1,976.5,1,-238.129654,-238.883011
26.75,-5394.5,-148,948.2,976.8,1,-238.071701,-239.071625
26.875,-5394.5,-329,948.2,976.8,1,-238.031921,-239.264679
27.0,-5395.0,-150,948.3000000000001,976.8,1,-238.009552,-239.451874
27.125,-5395.0,-331,948.2,976.5,1,-244.670319,-232.960312
27.25,-5395.5,-151,948.2,976.8,1,-239.472626,-238.326614
27.375,-5395.5,-332,948.1,976.8,1,-245.264099,-232.69931
27.5,-5396.0,-153,948.1,976.1999999999999,1,-239.725311,-238.394852
27.625,-5396.0,-333,947.9000000000001,976.8,1,-245.415665,-232.851456
27.75,-5396.5,-153,947.8000000000001,976.5,1,-239.883179,-238.519302
27.875,-5396.5,-333,947.7,976.8,1,-238.958893,-246.233032
28.0,-5397.0,-154,947.7,975.9,1,-238.702179,-241.392303
28.125,-5397.0,-334,947.6,976.8,1,-238.747986,-247.21109
28.25,-5397.5,-154,947.6,976.1999999999999,1,-238.926498,-241.541565
28.375,-5397.5,-334,947.6,977.4,1,-239.157394,-240.358627
28.5,-5398.0,-154,947.7,976.5,1,-239.401703,-239.79187
28.625,-5398.0,-333,947.7,976.8,1,-246.306778,-232.845306
28.75,-5398.5,-153,947.9000000000001,976.8,1,-241.322174,-237.909012
28.875,-5398.5,-333,948.0,976.8,1,-247.291656,-232.065125
29.0,-5399.0,-153,948.1,976.1999999999999,1,-241.894608,-237.599731
29.125,-5399.0,-333,948.2,976.5,1,-247.690887,-238.603775
29.25,-5399.5,-152,948.2,977.6999999999999,1,-242.230072,-238.980042
29.375,-5399.5,-332,948.3000000000001,976.8,1,-248.012497,-232.407242
29.5,-5400.0,-152,948.3000000000001,976.8,1,-242.560272,-237.584518
29.625,-5400.0,-332,948.2,976.5,1,-241.694,-238.403198
29.75,-5400.5,-152,948.2,976.8,1,-241.469849,-238.675217
29.875,-5400.5,-331,948.1,975.5999999999999,1,-241.523071,-238.704956
30.0,-5401.0,-151,948.1,976.5,1,-241.685913,-238.63266
30.125,-5401.0,-331,947.9000000000001,976.5,1,-241.880905,-238.523376
30.25,-5401.5,-151,947.8000000000001,977.0999999999999,1,-242.072327,-238.407562
30.375,-5401.5,-331,947.8000000000001,977.0999999999999,1,-242.243958,-238.299515
30.5,-5402.0,-151,947.7,977.0999999999999,1,-242.388855,-238.205917
30.625,-5402.0,-331,947.7,976.5,1,-242.504715,-238.129654
30.75,-5402.5,-151,947.7,976.8,1,-242.591568,-238.071701
30.875,-5402.5,-331,947.7,976.5,1,-242.650848,-238.031921
31.0,-5403.0,-151,947.7,976.5,1,-242.684753,-238.009552
31.125,-5403.0,-331,947.8000000000001,976.8,1,-242.695923,-244.670319
31.25,-5403.5,-151,947.9000000000001,977.4,1,-242.687378,-239.472626
31.375,-5403.5,-331,948.0,977.6999999999999,1,-242.662216,-245.264099
31.5,-5404.0,-151,948.1,977.6999999999999,1,-242.623627,-239.725311
31.625,-5404.0,-331,948.2,976.8,1,-242.574753,-245.415665
31.75,-5404.5,-152,948.2,976.8,1,-242.518631,-239.883179
31.875,-5404.5,-332,948.2,977.0999999999999,1,-242.45813,-238.958893
32.0,-5405.0,-152,948.2,978.0,1,-242.395874,-238.702179
32.125,-5405.0,-332,948.2,976.8,1,-242.334274,-238.747986
32.25,-5405.5,-152,948.1,976.1999999999999,1,-242.275467,-238.926498
32.375,-5405.5,-332,948.0,977.6999999999999,1,-242.221222,-239.157394
32.5,-5406.0,-152,947.9000000000001,977.0999999999999,1,-242.173096,-239.401703
32.625,-5406.0,-332,947.8000000000001,976.5,1,-242.132248,-246.306778
32.75,-5406.5,-152,947.7,976.8,1,-242.099579,-241.322174
32.875,-5406.5,-332,947.6,976.5,1,-242.075714,-247.291656
33.0,-5407.0,-152,947.6,977.0999999999999,1,-242.060959,-241.894608
33.125,-5407.5,-119,947.6,975.3,1,-235.388412,-247.690887
33.25,-5407.5,-319,947.7,976.5,1,-240.598068,-242.230072
33.375,-5408.0,-148,947.7,976.5,1,-234.840225,-248.012497
33.5,-5408.0,-331,947.8000000000001,976.5,1,-240.431976,-242.560272
33.625,-5408.5,-152,947.9000000000001,977.0999999999999,1,-234.811386,-241.694
33.75,-5408.5,-331,947.9000000000001,976.8,1,-240.427811,-241.469849
33.875,-5408.5,-364,948.0,976.8,1,-241.44751,-241.523071
34.0,-5409.0,-163,948.1,977.0999999999999,1,-241.808487,-241.685913
34.125,-5409.0,-333,948.1,976.5,1,-241.873215,-241.880905
34.25,-5409.5,-149,948.1,976.8,1,-241.809082,-242.072327
34.375,-5409.5,-327,948.1,976.8,1,-241.694183,-242.243958
34.5,-5410.0,-147,948.2,976.5,1,-241.56546,-242.388855
34.625,-5410.0,-327,948.2,975.9,1,-241.44075,-242.504715
34.75,-5410.5,-147,948.2,976.8,1,-241.328842,-242.591568
34.875,-5410.5,-328,948.1,976.8,1,-241.234055,-242.650848
35.0,-5411.0,-149,948.0,975.9,1,-241.158386,-242.684753
35.125,-5411.0,-329,948.0,976.8,1,-241.102493,-242.695923
35.25,-5411.5,-150,947.9000000000001,977.0999999999999,1,-241.066177,-242.687378
35.375,-5411.5,-331,947.8000000000001,976.5,1,-241.048721,-242.662216
35.5,-5412.0,-151,947.8000000000001,976.5,1,-241.04895,-242.623627
35.625,-5412.0,-332,947.7,977.6999999999999,1,-241.065369,-242.574753
35.75,-5412.5,-153,947.7,976.5,1,-241.096298,-242.518631
35.875,-5412.5,-333,947.7,976.5,1,-241.139877,-242.45813
36.0,-5413.0,-153,947.7,976.5,1,-241.194153,-242.395874
36.125,-5413.0,-334,947.8000000000001,977.0999999999999,1,-241.257172,-242.334274
36.25,-5413.5,-154,947.8000000000001,976.8,1,-241.326935,-242.275467
36.375,-5413.5,-334,947.9000000000001,976.5,1,-241.401566,-242.221222
36.5,-5414.0,-155,948.0,976.5,1,-241.479233,-242.173096
36.625,-5414.0,-335,948.1,976.8,1,-241.558289,-242.132248
36.75,-5414.5,-155,948.1,976.8,1,-241.637177,-242.099579
36.875,-5414.5,-335,948.1,977.0999999999999,1,-241.714584,-242.075714
37.0,-5415.0,-155,948.1,976.8,1,-241.789337,-242.060959
37.125,-5415.0,-335,948.1,977.0999999999999,1,-248.527451,-235.388412
37.25,-5415.5,-155,948.1,976.1999999999999,1,-243.388031,-240.598068
37.375,-5415.5,-334,948.0,977.0999999999999,1,-249.219849,-234.840225
37.5,-5416.0,-154,948.0,976.8,1,-243.70488,-240.431976
37.625,-5416.0,-334,947.9000000000001,976.8,1,-249.404221,-234.811386
37.75,-5416.5,-154,947.9000000000001,976.8,1,-243.867676,-240.427811
37.875,-5417.0,-121,947.9000000000001,976.1999999999999,1,-236.261215,-241.44751
38.0,-5417.0,-320,947.9000000000001,977.4,1,-241.18631,-241.808487
38.125,-5417.5,-149,947.9000000000001,975.9,1,-235.430511,-241.873215
38.25,-5417.5,-332,947.9000000000001,976.8,1,-241.143509,-241.809082
38.375,-5418.0,-153,947.9000000000001,976.8,1,-235.685516,-241.694183
38.5,-5418.0,-332,947.9000000000001,976.8,1,-241.46933,-241.56546
38.625,-5418.0,-364,947.9000000000001,976.1999999999999,1,-242.643967,-241.44075
38.75,-5418.5,-163,947.9000000000001,977.0999999999999,1,-243.139343,-241.328842
38.875,-5418.5,-333,947.9000000000001,975.9,1,-243.314423,-241.234055
39.0,-5419.0,-149,948.0,976.5,1,-243.335495,-241.158386
39.125,-5419.0,-327,947.9000000000001,976.8,1,-243.280914,-241.102493
39.25,-5419.5,-147,948.0,976.1999999999999,1,-243.188736,-241.066177
39.375,-5419.5,-327,948.0,977.0999999999999,1,-243.078491,-241.048721
39.5,-5420.0,-148,948.0,976.8,1,-242.961029,-241.04895
39.625,-5420.0,-328,948.0,976.5,1,-242.843002,-241.065369
39.75,-5420.5,-149,948.0,976.5,1,-242.728897,-241.096298
39.875,-5420.5,-329,948.0,977.0999999999999,1,-242.621964,-241.139877
40.0,-5421.0,-150,948.1,976.8,1,-242.524597,-241.194153
40.125,-5421.0,-331,948.0,977.0999999999999,1,-242.438583,-241.257172
40.25,-5421.5,-152,948.0,977.0999999999999,1,-242.365204,-241.326935
40.375,-5421.5,-332,948.0,976.5,1,-242.305252,-241.401566
40.5,-5422.0,-153,948.0,975.9,1,-242.259094,-241.479233
40.625,-5422.0,-334,947.9000000000001,977.0999999999999,1,-242.226776,-241.558289
40.75,-5422.5,-154,947.9000000000001,976.5,1,-242.207962,-241.637177
40.875,-5422.5,-335,947.8000000000001,976.5,1,-242.202072,-241.714584
41.0,-5423.0,-155,947.8000000000001,976.5,1,-242.208267,-241.789337
41.125,-5423.0,-335,947.8000000000001,977.0999999999999,1,-242.22554,-248.527451
41.25,-5423.5,-156,947.8000000000001,977.0999999999999,1,-242.252716,-243.388031
41.375,-5423.5,-336,947.8000000000001,976.8,1,-242.288528,-249.219849
41.5,-5423.5,-369,947.8000000000001,975.9,1,-248.998672,-243.70488
41.625,-5424.0,-169,947.9000000000001,976.1999999999999,1,-243.841644,-249.404221
41.75,-5424.0,-341,947.9000000000001,977.0999999999999,1,-249.665497,-243.867676
41.875,-5424.5,-157,948.0,976.8,1,-250.818314,-236.261215
42.0,-5425.0,-123,948.0,976.5,1,-244.653046,-241.18631
42.125,-5425.0,-323,948.1,976.8,1,-250.107971,-235.430511
42.25,-5425.5,-153,948.2,976.1999999999999,1,-244.514923,-241.143509
42.375,-5425.5,-337,948.2,976.8,1,-250.272964,-235.685516
42.5,-5426.0,-159,948.1,976.5,1,-244.855881,-241.46933
42.625,-5426.0,-339,948.1,976.5,1,-244.060089,-242.643967
42.75,-5426.5,-159,948.0,976.8,1,-243.928696,-243.139343
42.875,-5426.5,-339,948.0,976.5,1,-244.088989,-243.314423
43.0,-5427.0,-158,948.0,976.1999999999999,1,-244.367691,-243.335495
43.125,-5427.0,-338,947.9000000000001,976.5,1,-244.683121,-243.280914
43.25,-5427.5,-157,947.9000000000001,976.8,1,-244.996109,-243.188736
43.375,-5427.5,-336,947.9000000000001,976.1999999999999,1,-245.287521,-243.078491
43.5,-5428.0,-156,947.9000000000001,976.5,1,-245.547943,-242.961029
43.625,-5428.0,-335,947.8000000000001,976.5,1,-245.77298,-242.843002
43.75,-5428.5,-155,947.8000000000001,976.8,1,-245.961075,-242.728897
43.875,-5428.5,-334,947.8000000000001,976.5,1,-246.11232,-242.621964
44.0,-5429.0,-154,947.8000000000001,975.9,1,-246.227997,-242.524597
44.125,-5429.0,-334,947.9000000000001,976.5,1,-246.310196,-242.438583
44.25,-5429.5,-153,947.9000000000001,976.1999999999999,1,-246.361633,-242.365204
44.375,-5429.5,-333,948.0,976.1999999999999,1,-246.385437,-242.305252
44.5,-5430.0,-153,948.0,976.1999999999999,1,-246.385071,-242.259094
44.625,-5430.0,-333,948.1,978.0,1,-246.364166,-242.226776
44.75,-5430.5,-153,948.1,976.1999999999999,1,-246.326447,-242.207962
44.875,-5430.5,-333,948.1,976.8,1,-246.275604,-242.202072
45.0,-5431.0,-153,948.0,976.1999999999999,1,-246.21521,-242.208267
45.125,-5431.5,-120,948.0,977.0999999999999,1,-239.481705,-242.22554
45.25,-5431.5,-320,948.0,976.8,1,-244.618378,-242.252716
45.375,-5432.0,-149,947.9000000000001,976.5,1,-238.778748,-242.288528
45.5,-5432.0,-332,947.8000000000001,977.6999999999999,1,-237.615997,-248.998672
45.625,-5432.5,-153,947.8000000000001,976.5,1,-237.111176,-243.841644
45.75,-5432.5,-333,947.7,976.8,1,-236.866867,-249.665497
45.875,-5433.0,-152,947.7,976.8,1,-236.702316,-250.818314
46.0,-5433.0,-331,947.7,976.5,1,-243.203323,-244.653046
46.125,-5433.5,-150,947.8000000000001,976.8,1,-237.794678,-250.107971
46.25,-5433.5,-329,947.8000000000001,976.1999999999999,1,-243.312241,-244.514923
46.375,-5434.0,-149,947.9000000000001,976.8,1,-237.435196,-250.272964
46.5,-5434.0,-328,948.0,976.5,1,-242.726624,-244.855881
46.625,-5434.0,-361,948.0,976.8,1,-243.407776,-244.060089
46.75,-5434.5,-160,948.1,976.1999999999999,1,-243.44397,-243.928696
46.875,-5434.5,-331,948.1,977.6999999999999,1,-243.211761,-244.088989
47.0,-5435.0,-148,948.1,976.8,1,-242.88588,-244.367691
47.125,-5435.0,-327,948.1,976.8,1,-242.548004,-244.683121
47.25,-5435.5,-147,948.1,976.1999999999999,1,-242.236481,-244.996109
47.375,-5435.5,-328,948.2,977.0999999999999,1,-241.969009,-245.287521
47.5,-5436.0,-149,948.2,976.8,1,-241.753113,-245.547943
47.625,-5436.0,-330,948.1,976.8,1,-241.591019,-245.77298
47.75,-5436.5,-151,948.1,976.8,1,-241.481918,-245.961075
47.875,-5436.5,-332,948.0,977.4,1,-241.423218,-246.11232
48.0,-5436.5,-367,948.0,976.5,1,-248.078125,-246.227997
48.125,-5437.0,-168,947.9000000000001,976.1999999999999,1,-242.901886,-246.310196
48.25,-5437.0,-340,947.8000000000001,976.5,1,-248.738754,-246.361633
48.375,-5437.5,-158,947.7,976.5,1,-243.265686,-246.385437
48.5,-5437.5,-338,947.8000000000001,976.8,1,-249.038376,-246.385071
48.625,-5438.0,-159,947.8000000000001,976.5,1,-243.601196,-246.364166
48.75,-5438.0,-340,947.8000000000001,976.5,1,-249.448578,-246.326447
48.875,-5438.5,-162,947.8000000000001,975.5999999999999,1,-244.09642,-246.275604
49.0,-5438.5,-343,947.8000000000001,976.5,1,-250.025879,-246.21521
49.125,-5439.0,-164,947.9000000000001,976.1999999999999,1,-251.413651,-239.481705
49.25,-5439.5,-132,948.0,976.5,1,-245.531052,-244.618378
49.375,-5439.5,-333,948.0,976.8,1,-251.276291,-238.778748
49.5,-5440.0,-162,948.1,976.5,1,-245.960815,-237.615997
49.625,-5440.0,-345,948.1,976.5,1,-251.972733,-237.111176
49.75,-5440.5,-167,948.1,976.1999999999999,1,-246.779938,-236.866867
49.875,-5440.5,-346,948.1,976.5,1,-252.842667,-236.702316
50.0,-5441.0,-165,948.0,976.8,1,-247.662537,-243.203323
50.125,-5441.0,-344,948.0,976.5,1,-253.716095,-237.794678
50.25,-5441.5,-163,947.9000000000001,975.5999999999999,1,-248.51329,-243.312241
50.375,-5441.5,-341,947.9000000000001,975.9,1,-254.535324,-237.435196
50.5,-5442.0,-160,947.9000000000001,976.1999999999999,1,-249.295105,-242.726624
50.625,-5442.0,-339,947.8000000000001,976.5,1,-248.609009,-243.407776
50.75,-5442.5,-158,947.9000000000001,977.0999999999999,1,-248.531769,-243.44397
50.875,-5442.5,-336,947.9000000000001,976.8,1,-248.698822,-243.211761
51.0,-5443.0,-156,947.9000000000001,976.1999999999999,1,-248.943604,-242.88588
51.125,-5443.0,-335,947.9000000000001,976.5,1,-249.190689,-242.548004
51.25,-5443.5,-154,947.9000000000001,976.5,1,-249.40686,-242.236481
51.375,-5443.5,-333,948.0,977.0999999999999,1,-249.578827,-241.969009
51.5,-5443.5,-366,948.0,977.0999999999999,1,-256.369781,-241.753113
51.625,-5444.0,-166,948.1,976.8,1,-251.240646,-241.591019
51.75,-5444.0,-337,948.1,976.8,1,-257.044189,-241.481918
51.875,-5444.5,-154,948.1,977.0999999999999,1,-251.467545,-241.423218
52.0,-5445.0,-120,948.1,976.5,1,-243.743469,-248.078125
52.125,-5445.0,-320,948.2,976.8,1,-248.507813,-242.901886
52.25,-5445.5,-150,948.1,976.1999999999999,1,-242.567566,-248.738754
52.375,-5445.5,-335,948.1,977.0999999999999,1,-248.084656,-243.265686
52.5,-5446.0,-157,948.0,977.0999999999999,1,-242.427902,-249.038376
52.625,-5446.0,-338,947.9000000000001,976.1999999999999,1,-248.016693,-243.601196
52.75,-5446.5,-158,947.8000000000001,976.1999999999999,1,-242.338272,-249.448578
52.875,-5446.5,-339,947.7,976.8,1,-247.866837,-244.09642
53.0,-5447.0,-159,947.7,975.9,1,-242.115326,-250.025879
53.125,-5447.0,-339,947.6,976.8,1,-247.57016,-251.413651
53.25,-5447.5,-159,947.6,976.1999999999999,1,-248.41713,-245.531052
53.375,-5447.5,-339,947.7,976.1999999999999,1,-248.605362,-251.276291
53.5,-5448.0,-159,947.8000000000001,976.8,1,-248.504272,-245.960815
53.625,-5448.0,-338,947.9000000000001,976.8,1,-248.285995,-251.972733
53.75,-5448.5,-158,948.0,976.8,1,-248.03183,-246.779938
53.875,-5448.5,-338,948.0,976.5,1,-247.781036,-252.842667
54.0,-5449.0,-158,948.1,977.4,1,-247.552979,-247.662537
54.125,-5449.0,-338,948.2,975.9,1,-247.357269,-253.716095
54.25,-5449.5,-158,948.2,977.0999999999999,1,-247.198502,-248.51329
54.375,-5450.0,-124,948.2,977.6999999999999,1,-240.411438,-254.535324
